"","Gender","Age","Educational_Attainment","Industry","Country","Year","Employment_Rate","Population","Industry_name","Country_Name","Educational_Attainment_FullForm","Gender_Pay_Gap","Educational_Field","Educational_Level","sex","Number_of_Student"
"5530","Female","Y20-24","ED3_4GEN","E","FR",2016,29.4,32.6,"Water supply; sewerage, waste management and remediation activities","France","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",14.4,"Engineering and construction","Master","M",107988
"5536","Male","Y15-64","ED5-8","Q","IT",2017,83.1,34.4,"Human health and social work activities","Italy","Tertiary education (levels 5-8)",8.8,"Management and administration","Master","F",20694
"5547","Male","Y30-54","ED5-8","B-N","NL",2015,94.6,30.9,"Business economy","Netherlands","Tertiary education (levels 5-8)",3.6,"Management and administration","Bachelor","F",36716
"5559","Male","Y30-54","ED0-2","B-N","UK",2014,75.9,8,"Business economy","United Kingdom","Less than primary, primary and lower secondary education (levels 0-2)",7.5,"Engineering and construction","Master","M",26416
"5560","Female","Y20-24","ED5-8","E","FR",2019,58.7,31.7,"Water supply; sewerage, waste management and remediation activities","France","Tertiary education (levels 5-8)",13.9,"Engineering and construction","Master","F",46612
"5563","Female","Y55-64","ED5-8","N","IE",2018,65.2,27.9,"Administrative and support service activities","Ireland","Tertiary education (levels 5-8)",10.2,"Biological science","Doctor","F",444
"5567","Male","Y20-29","ED3_4GEN","B-N","FI",2020,54.6,20.8,"Business economy","Finland","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",16.5,"Biological science","Bachelor","F",1449
"5602","Male","Y30-54","ED3_4GEN","B-N","PL",2021,90.1,16.3,"Business economy","Poland","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",29,"Engineering and construction","Doctor","M",3259
"5606","Female","Y20-24","ED0-2","D","NL",2016,55.9,16.6,"Electricity, gas, steam and air conditioning supply","Netherlands","Less than primary, primary and lower secondary education (levels 0-2)",3.2,"
Information Technologies","Master","F",534
"5633","Male","Y20-29","ED3_4GEN","B-N","FR",2018,41.9,23.8,"Business economy","France","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",8.5,"Biological science","Doctor","F",2157
"5660","Male","Y20-24","ED0-2","R","FI",2015,33.2,46.1,"Arts, entertainment and recreation","Finland","Less than primary, primary and lower secondary education (levels 0-2)",15.2,"Management and administration","Master","M",0
"5675","Female","Y20-29","ED3_4GEN","G","AT",2015,49.8,13.2,"Wholesale and retail trade; repair of motor vehicles and motorcycles","Austria","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",8.2,"Management and administration","Doctor","M",26
"5683","Male","Y30-54","ED5-8","B-N","DE",2013,95.8,50.5,"Business economy","Germany","Tertiary education (levels 5-8)",31.4,"Engineering and construction","Master","F",29578
"5701","Male","Y55-64","ED5-8","B-N","IE",2018,76.9,24.1,"Business economy","Ireland","Tertiary education (levels 5-8)",-17.2,"Biological science","Master","F",312
"5725","Female","Y20-29","ED0-2","G","FR",2015,33.1,15,"Wholesale and retail trade; repair of motor vehicles and motorcycles","France","Less than primary, primary and lower secondary education (levels 0-2)",28.5,"Management and administration","Bachelor","F",35185
"5744","Male","Y20-29","ED5-8","B-N","FR",2019,75.4,4.8,"Business economy","France","Tertiary education (levels 5-8)",14,"Engineering and construction","Bachelor","M",67930
"5782","Female","Y30-54","ED5-8","K","AT",2018,87.3,4.1,"Financial and insurance activities","Austria","Tertiary education (levels 5-8)",23.2,"Engineering and construction","Master","F",4398
"5786","Male","Y20-24","ED5-8","B-N","UK",2016,77.6,2.5,"Business economy","United Kingdom","Tertiary education (levels 5-8)",12,"Biological science","Bachelor","M",66828
"5807","Female","Y55-64","ED0-2","M","NL",2021,50,32.1,"Professional, scientific and technical activities","Netherlands","Less than primary, primary and lower secondary education (levels 0-2)",8.3,"Engineering and construction","Bachelor","M",45151
"5816","Female","Y20-24","ED5-8","E","DK",2018,72.2,8.8,"Water supply; sewerage, waste management and remediation activities","Denmark","Tertiary education (levels 5-8)",10,"Management and administration","Bachelor","M",5109
"5817","Male","Y20-24","ED3_4GEN","B-N","PL",2015,34.3,22.2,"Business economy","Poland","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",10.4,"Software development","Bachelor","F",3960
"5829","Male","Y20-24","ED5-8","B-N","EL",2018,45.8,28.8,"Business economy","Greece","Tertiary education (levels 5-8)",17,"Biological science","Master","M",238
"5834","Female","Y30-54","ED0-2","I","AT",2019,63.7,19.5,"Accommodation and food service activities","Austria","Less than primary, primary and lower secondary education (levels 0-2)",14.9,"Management and administration","Doctor","M",115
"5872","Female","Y20-24","ED3_4GEN","D","DE",2019,53.2,39,"Electricity, gas, steam and air conditioning supply","Germany","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",29.2,"
Mathematics","Master","M",16071
"5878","Female","Y15-64","ED5-8","B-N","DE",2015,83.8,23.6,"Business economy","Germany","Tertiary education (levels 5-8)",22.9,"
Mathematics","Master","F",18720
"5883","Male","Y20-29","ED0-2","B-N","IT",2019,51.7,9.4,"Business economy","Italy","Less than primary, primary and lower secondary education (levels 0-2)",7.2,"Biological science","Bachelor","F",32361
"5885","Male","Y15-64","ED0-2","O","FR",2017,45,11.7,"Public administration and defence; compulsory social security","France","Less than primary, primary and lower secondary education (levels 0-2)",2,"Biological science","Bachelor","F",22918
"5914","Male","Y30-54","ED0-2","B-N","IT",2015,73.2,6,"Business economy","Italy","Less than primary, primary and lower secondary education (levels 0-2)",17.2,"
Mathematics","Master","F",1843
"5915","Female","Y30-54","ED5-8","K","DK",2018,88.1,35.1,"Financial and insurance activities","Denmark","Tertiary education (levels 5-8)",3.9,"
Information Technologies","Doctor","F",0
"5922","Female","Y20-29","ED5-8","I","FR",2018,72.8,44.9,"Accommodation and food service activities","France","Tertiary education (levels 5-8)",15.4,"Biological science","Bachelor","F",28160
"5923","Male","Y20-24","ED3_4GEN","B-N","AT",2014,35.3,58.2,"Business economy","Austria","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",7.4,"Biological science","Doctor","F",533
"5929","Male","Y20-29","ED3_4GEN","B-N","IT",2016,22.4,10.1,"Business economy","Italy","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",28.1,"Management and administration","Master","F",20893
"5943","Male","Y20-29","ED0-2","B-N","FR",2014,53.9,11.5,"Business economy","France","Less than primary, primary and lower secondary education (levels 0-2)",-5.4,"Engineering and construction","Doctor","M",4555
"5950","Female","Y20-24","ED5-8","F","NL",2016,76.5,19.8,"Construction","Netherlands","Tertiary education (levels 5-8)",30.1,"
Mathematics","Master","F",266
"5955","Male","Y30-54","ED0-2","B-N","UK",2018,80.6,9,"Business economy","United Kingdom","Less than primary, primary and lower secondary education (levels 0-2)",21.5,"Software development","Bachelor","M",0
"5975","Female","Y20-29","ED3_4GEN","H","IE",2018,57.9,19.5,"Transportation and storage","Ireland","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",32.1,"
Information Technologies","Doctor","M",273
"5987","Female","Y30-54","ED5-8","K","DE",2021,87.5,24.4,"Financial and insurance activities","Germany","Tertiary education (levels 5-8)",19.7,"Software development","Master","F",7262
"6029","Male","Y20-29","ED5-8","B-N","FR",2017,76.5,6.4,"Business economy","France","Tertiary education (levels 5-8)",11.1,"Engineering and construction","Doctor","M",4458
"6040","Female","Y15-64","ED0-2","B","NL",2016,50.2,27.9,"Mining and quarrying","Netherlands","Less than primary, primary and lower secondary education (levels 0-2)",23.7,"
Mathematics","Master","F",266
"6041","Male","Y30-54","ED5-8","B-N","PL",2013,94.1,44.3,"Business economy","Poland","Tertiary education (levels 5-8)",16.8,"
Information Technologies","Doctor","M",106
"6074","Female","Y20-24","ED5-8","E","FR",2020,58.3,32.3,"Water supply; sewerage, waste management and remediation activities","France","Tertiary education (levels 5-8)",14.5,"
Mathematics","Bachelor","M",0
"6077","Male","Y20-29","ED3_4GEN","B-N","DK",2020,66.3,22.5,"Business economy","Denmark","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",1.2,"Management and administration","Doctor","F",0
"6097","Male","Y55-64","ED5-8","B-N","FR",2015,69.1,39.3,"Business economy","France","Tertiary education (levels 5-8)",15.7,"
Information Technologies","Master","F",4946
"6176","Male","Y20-29","ED0-2","B-N","NL",2020,68.2,50.9,"Business economy","Netherlands","Less than primary, primary and lower secondary education (levels 0-2)",8.8,"
Information Technologies","Bachelor","M",26421
"6245","Male","Y20-24","ED0-2","R","DK",2020,59.4,20.2,"Arts, entertainment and recreation","Denmark","Less than primary, primary and lower secondary education (levels 0-2)",4.6,"Management and administration","Master","M",1325
"6268","Female","Y55-64","ED0-2","L","FI",2019,45.5,15.5,"Real estate activities","Finland","Less than primary, primary and lower secondary education (levels 0-2)",2.8,"
Information Technologies","Bachelor","M",17392
"6294","Female","Y20-29","ED0-2","F","DE",2013,47.7,15.8,"Construction","Germany","Less than primary, primary and lower secondary education (levels 0-2)",14,"
Information Technologies","Master","M",28935
"6296","Female","Y20-29","ED3_4GEN","H","DE",2021,55.5,6.2,"Transportation and storage","Germany","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",20.9,"Engineering and construction","Bachelor","F",97360
"6302","Male","Y20-24","ED5-8","B-N","FR",2018,63.2,10.9,"Business economy","France","Tertiary education (levels 5-8)",23.8,"
Information Technologies","Master","M",32575
"6307","Female","Y20-24","ED0-2","D","FR",2019,30.4,10.3,"Electricity, gas, steam and air conditioning supply","France","Less than primary, primary and lower secondary education (levels 0-2)",10.5,"Management and administration","Doctor","M",860
"6308","Male","Y55-64","ED5-8","B-N","PL",2017,80.2,46.8,"Business economy","Poland","Tertiary education (levels 5-8)",5.1,"Software development","Bachelor","F",4386
"6313","Male","Y20-24","ED0-2","R","PL",2017,42.7,26.2,"Arts, entertainment and recreation","Poland","Less than primary, primary and lower secondary education (levels 0-2)",12,"Engineering and construction","Master","M",30551
"6321","Male","Y20-29","ED0-2","B-N","PL",2021,49.8,38.3,"Business economy","Poland","Less than primary, primary and lower secondary education (levels 0-2)",18.1,"
Mathematics","Doctor","F",59
"6322","Female","Y20-29","ED3_4GEN","H","DK",2021,65.4,10,"Transportation and storage","Denmark","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",17.1,"Engineering and construction","Doctor","F",737
"6326","Male","Y20-24","ED5-8","B-N","FI",2021,75.8,18.5,"Business economy","Finland","Tertiary education (levels 5-8)",3.3,"Engineering and construction","Master","M",8117
"6340","Male","Y20-24","ED0-2","R","NL",2016,63.9,47.5,"Arts, entertainment and recreation","Netherlands","Less than primary, primary and lower secondary education (levels 0-2)",17.5,"Management and administration","Bachelor","M",58115
"6353","Male","Y15-64","ED5-8","Q","UK",2014,88,4.8,"Human health and social work activities","United Kingdom","Tertiary education (levels 5-8)",24.9,"Biological science","Doctor","F",8076
"6359","Female","Y15-64","ED0-2","B","PL",2016,16.4,14,"Mining and quarrying","Poland","Less than primary, primary and lower secondary education (levels 0-2)",11.1,"Software development","Doctor","M",659
"6372","Female","Y15-64","ED0-2","B","AT",2020,43.3,20.3,"Mining and quarrying","Austria","Less than primary, primary and lower secondary education (levels 0-2)",7.7,"Software development","Bachelor","F",335
"6379","Male","Y20-29","ED3_4GEN","B-N","DE",2017,49.8,25.7,"Business economy","Germany","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",8.5,"Management and administration","Bachelor","M",22403
"6380","Female","Y20-29","ED0-2","G","FR",2017,35.1,15.5,"Wholesale and retail trade; repair of motor vehicles and motorcycles","France","Less than primary, primary and lower secondary education (levels 0-2)",13.9,"Biological science","Doctor","M",3387
"6420","Male","Y20-29","ED3_4GEN","B-N","DK",2020,66.3,22.5,"Business economy","Denmark","Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general",14.9,"Management and administration","Bachelor","M",5201
"6441","Female","Y15-64","ED5-8","C","PL",2016,82.7,28.1,"Manufacturing","Poland","Tertiary education (levels 5-8)",5.7,"
Mathematics","Bachelor","M",3260
"6446","Female","Y20-24","ED5-8","E","AT",2019,68.8,9.4,"Water supply; sewerage, waste management and remediation activities","Austria","Tertiary education (levels 5-8)",23.4,"Software development","Doctor","F",0
"6465","Female","Y15-64","ED5-8","B-N","DK",2015,82.8,33.4,"Business economy","Denmark","Tertiary education (levels 5-8)",17.3,"
Information Technologies","Bachelor","M",5408
